zip,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,density2019,lat,lon,cbd_lon,cbd_lat,dist_to_cbd,estab_count,teleworkable_emp_mean,teleworkable_wage_mean
1719,0.7192950908110053,-10.119047619047619,-0.4261823413055205,-0.4261823413055205,0.8991188635137565,2.1578852724330155,0,1.7299046934004678,1.7299046934004678,2.8591979859737457,017,25,4996,10.407865250965251,10.285744401544402,485.7208000667265,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5561,20,0.5144614241197826,0.46862115834231743,540.6511947900452,42.485985,-71.520985,-71.058701,42.3549,40695.53579133568,168,0.536675253547619,0.5940687768333334
1720,-0.4519327804835242,-7.427258805513016,-0.680970558553815,-0.680970558553815,-0.28958799526128737,-0.8994778640691502,-9.724349157733538,-0.9736299416436311,-0.9736299416436311,-0.2676495107717959,017,25,21361,20.143181853281853,19.713133204633206,1083.5923330026246,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22791,304,0.5224370272459451,0.48143543418891727,1156.132805648744,42.483953,-71.438495,-71.058701,42.3549,34358.62029565779,1306,0.42391561207963246,0.4788400536738132
1721,-1.597967250141163,-7.503607503607504,-2.0525127046866176,-2.0525127046866176,-1.8407679277244495,1.6883116883116882,3.1746031746031744,1.9384528514963295,1.9384528514963295,2.2529644268774702,017,25,16593,12.868427027027026,12.329492277992278,1345.79750940904,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17710,24,0.4710792702402696,0.42687671349877376,1436.3932918480143,42.257755,-71.473526,-71.058701,42.3549,35822.557799277405,693,0.34253179194083694,0.3958573184458874
1730,0.24164889836531628,-8.508287292817679,0.21961620469083165,0.21961620469083165,1.0660980810234542,-1.0660980810234542,-9.94475138121547,-0.8742004264392323,-0.8742004264392323,-0.7249466950959489,017,25,13221,13.876010038610039,13.69808725868726,965.1712498484274,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",14070,52,0.5058734993989608,0.4637420308552543,1027.1507061014577,42.499331,-71.281905,-71.058701,42.3549,24390.005865717998,905,0.4588501255447514,0.521062528037569
1731,-4.808159300631375,0,-8.139873725109275,-8.139873725109275,-5.05099562894609,0.19426906265177268,0,1.8455560951918404,1.8455560951918404,-0.7770762506070907,017,25,1396,0.7913918918918919,0.7913918918918919,1763.9806703891536,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",2059,142,0.4209457269919192,0.3851361524109047,2601.745129177126,42.456748,-71.279484,-71.058701,42.3549,21398.13015306479,26,0.80269659,0.8634852800000001
1741,3.158499234303216,0,5.8786370597243485,5.8786370597243485,2.928790199081164,0.9762633996937213,0,3.493491577335375,3.493491577335375,1.3016845329249618,017,25,4852,15.512764092664092,15.2649,317.8533760456996,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5224,18,0.5336728102706554,0.4881488386827566,342.22300833939295,42.53662,-71.361832,-71.058701,42.3549,32081.865894578954,137,0.5689141366423358,0.6355427979562044
1742,1.7729198263689139,-4.829931972789116,2.1536530516186394,2.1536530516186394,2.2592960619214475,0.5648240154803619,-6.190476190476191,1.0376026358454056,1.0376026358454056,0.868155431201297,017,25,17726,25.745458687258687,24.438667953667952,725.3259479447013,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19121,104,0.5152672869789822,0.4767179297366091,782.4076187888205,42.462911,-71.364496,-71.058701,42.3549,27862.055947691584,1470,0.472197326859864,0.5230582907156462
1746,1.9967400162999183,4.815409309791333,2.015077424612877,2.015077424612877,1.5892420537897312,1.528117359413203,1.2841091492776886,1.9417277913610433,1.9417277913610433,1.3990763379516435,017,25,13547,19.057988416988415,18.644191505791508,726.6069969186838,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",14724,40,0.4732973805504981,0.4317513541616474,789.7365780343027,42.195951,-71.45343,-71.058701,42.3549,37015.70034938324,623,0.39075976269502405,0.4530892304927769
1748,3.284464143652688,6.480304955527319,3.8049778383907267,3.8049778383907267,2.909421525173315,5.29605637004205,4.066073697585769,6.867825889305602,6.867825889305602,5.307421297874758,017,25,14925,27.888745945945946,26.261311196911198,568.3265351105335,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17598,30,0.48588025480175223,0.4396035357374218,670.1112472278171,42.224104,-71.540484,-71.058701,42.3549,42261.66447509179,787,0.4462667169466328,0.5052356884968233
1749,-1.2822446824558758,0.8849557522123894,-2.1722733443958364,-2.1722733443958364,-0.9905968723286569,-3.972444310353497,-8.4070796460177,-5.00729119525318,-5.00729119525318,-3.479660079448886,017,25,19063,11.86549111969112,11.521755598455599,1654.522163493491,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19887,23,0.4394591733679706,0.39078450910668194,1726.0390424064972,42.389071,-71.545864,-71.058701,42.3549,40244.96835499293,904,0.32683173722455755,0.39311585786504427
1752,-5.128850412723978,-11.77737881508079,-5.939953694382927,-5.939953694382927,-4.9929534930541575,-6.044896315683511,-2.9802513464991023,-7.948208173948057,-7.948208173948057,-5.820918059190658,017,25,38499,22.10125057915058,20.86536718146718,1845.1149057273806,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",39736,24,0.44190825537981543,0.3940056084353271,1904.399747889119,42.349617,-71.547214,-71.058701,42.3549,40192.741529544925,2785,0.37772789850771993,0.4391410289913824
