Location,Location ID,state,Party
Fauquier County,VA-061,VA,1
Floyd County,VA-063,VA,1
Fluvanna County,VA-065,VA,1
Franklin City,VA-620,VA,1
Franklin County,VA-067,VA,1
Frederick County,VA-069,VA,1
Fredericksburg City,VA-630,VA,1
Galax City,VA-640,VA,1
Giles County,VA-071,VA,1
Gloucester County,VA-073,VA,1
Goochland County,VA-075,VA,1
Grayson County,VA-077,VA,1
Greene County,VA-079,VA,1
Greensville County,VA-081,VA,1
Halifax County,VA-083,VA,1
Hampton City,VA-650,VA,1
Hanover County,VA-085,VA,1
Harrisonburg City,VA-660,VA,1
Henrico County,VA-087,VA,1
Henry County,VA-089,VA,1
Highland County,VA-091,VA,1
Hopewell City,VA-670,VA,1
Isle of Wight County,VA-093,VA,1
James City County,VA-095,VA,1
King George County,VA-099,VA,1
King William County,VA-101,VA,1
King and Queen County,VA-097,VA,1
Lancaster County,VA-103,VA,1
Lee County,VA-105,VA,1
Loudoun County,VA-107,VA,1
Louisa County,VA-109,VA,1
Lunenburg County,VA-111,VA,1
Lynchburg City,VA-680,VA,1
Madison County,VA-113,VA,1
Manassas City,VA-683,VA,1
Manassas Park City,VA-685,VA,1
Martinsville City,VA-690,VA,1
Mathews County,VA-115,VA,1
Mecklenburg County,VA-117,VA,1
Middlesex County,VA-119,VA,1
Montgomery County,VA-121,VA,1
Nelson County,VA-125,VA,1
New Kent County,VA-127,VA,1
Newport News City,VA-700,VA,1
Norfolk City,VA-710,VA,1
Northampton County,VA-131,VA,1
Northumberland County,VA-133,VA,1
Norton City,VA-720,VA,1
Nottoway County,VA-135,VA,1
Orange County,VA-137,VA,1
Page County,VA-139,VA,1
Patrick County,VA-141,VA,1
Petersburg City,VA-730,VA,1
Pittsylvania County,VA-143,VA,1
Poquoson City,VA-735,VA,1
Portsmouth City,VA-740,VA,1
Powhatan County,VA-145,VA,1
Prince Edward County,VA-147,VA,1
Prince George County,VA-149,VA,1
Prince William County,VA-153,VA,1
Pulaski County,VA-155,VA,1
Radford City,VA-750,VA,1
Rappahannock County,VA-157,VA,1
Richmond City,VA-760,VA,1
Richmond County,VA-159,VA,1
Roanoke City,VA-770,VA,1
Roanoke County,VA-161,VA,1
Rockbridge County,VA-163,VA,1
Rockingham County,VA-165,VA,1
Russell County,VA-167,VA,1
Salem City,VA-775,VA,1
Scott County,VA-169,VA,1
Shenandoah County,VA-171,VA,1
Smyth County,VA-173,VA,1
Southampton County,VA-175,VA,1
Spotsylvania County,VA-177,VA,1
Stafford County,VA-179,VA,1
Staunton City,VA-790,VA,1
Suffolk City,VA-800,VA,1
Surry County,VA-181,VA,1
Sussex County,VA-183,VA,1
Tazewell County,VA-185,VA,1
Virginia Beach City,VA-810,VA,1
Warren County,VA-187,VA,1
Washington County,VA-191,VA,1
Waynesboro City,VA-820,VA,1
Westmoreland County,VA-193,VA,1
Williamsburg City,VA-830,VA,1
Winchester City,VA-840,VA,1
Wise County,VA-195,VA,1
Wythe County,VA-197,VA,1
York County,VA-199,VA,1
Adams County,WA-001,WA,0
Asotin County,WA-003,WA,0
Benton County,WA-005,WA,0
Chelan County,WA-007,WA,0
Clallam County,WA-009,WA,0
Clark County,WA-011,WA,0
Columbia County,WA-013,WA,0
Cowlitz County,WA-015,WA,0
Douglas County,WA-017,WA,0
Ferry County,WA-019,WA,0
Franklin County,WA-021,WA,0
Garfield County,WA-023,WA,0
Grant County,WA-025,WA,0
Grays Harbor County,WA-027,WA,0
Island County,WA-029,WA,0
Jefferson County,WA-031,WA,0
King County,WA-033,WA,0
Kitsap County,WA-035,WA,0
Kittitas County,WA-037,WA,0
Klickitat County,WA-039,WA,0
Lewis County,WA-041,WA,0
Lincoln County,WA-043,WA,0
Mason County,WA-045,WA,0
Okanogan County,WA-047,WA,0
Pacific County,WA-049,WA,0
Pend Oreille County,WA-051,WA,0
Pierce County,WA-053,WA,0
San Juan County,WA-055,WA,0
Skagit County,WA-057,WA,0
Skamania County,WA-059,WA,0
Snohomish County,WA-061,WA,0
Spokane County,WA-063,WA,0
Stevens County,WA-065,WA,0
Thurston County,WA-067,WA,0
Wahkiakum County,WA-069,WA,0
Walla Walla County,WA-071,WA,0
Whatcom County,WA-073,WA,0
Whitman County,WA-075,WA,0
Yakima County,WA-077,WA,0
Barbour County,WV-001,WV,1
Berkeley County,WV-003,WV,1
Boone County,WV-005,WV,1
Braxton County,WV-007,WV,1
Brooke County,WV-009,WV,1
Cabell County,WV-011,WV,1
Calhoun County,WV-013,WV,1
Clay County,WV-015,WV,1
Doddridge County,WV-017,WV,1
Fayette County,WV-019,WV,1
Gilmer County,WV-021,WV,1
Grant County,WV-023,WV,1
Greenbrier County,WV-025,WV,1
Hampshire County,WV-027,WV,1
Hancock County,WV-029,WV,1
Hardy County,WV-031,WV,1
Harrison County,WV-033,WV,1
Jackson County,WV-035,WV,1
Jefferson County,WV-037,WV,1
Kanawha County,WV-039,WV,1
Lewis County,WV-041,WV,1
Lincoln County,WV-043,WV,1
Logan County,WV-045,WV,1
Marion County,WV-049,WV,1
Marshall County,WV-051,WV,1
Mason County,WV-053,WV,1
McDowell County,WV-047,WV,1
Mercer County,WV-055,WV,1
Mineral County,WV-057,WV,1
Mingo County,WV-059,WV,1
Monongalia County,WV-061,WV,1
Monroe County,WV-063,WV,1
Morgan County,WV-065,WV,1
Nicholas County,WV-067,WV,1
Ohio County,WV-069,WV,1
Pendleton County,WV-071,WV,1
Pleasants County,WV-073,WV,1
Pocahontas County,WV-075,WV,1
Preston County,WV-077,WV,1
Putnam County,WV-079,WV,1
Raleigh County,WV-081,WV,1
Randolph County,WV-083,WV,1
Ritchie County,WV-085,WV,1
Roane County,WV-087,WV,1
Summers County,WV-089,WV,1
Taylor County,WV-091,WV,1
Tucker County,WV-093,WV,1
Tyler County,WV-095,WV,1
Upshur County,WV-097,WV,1
Wayne County,WV-099,WV,1
Webster County,WV-101,WV,1
Wetzel County,WV-103,WV,1
Wirt County,WV-105,WV,1
Wood County,WV-107,WV,1
Wyoming County,WV-109,WV,1
Adams County,WI-001,WI,0
Ashland County,WI-003,WI,0
Barron County,WI-005,WI,0
Bayfield County,WI-007,WI,0
Brown County,WI-009,WI,0
Buffalo County,WI-011,WI,0
Burnett County,WI-013,WI,0
Calumet County,WI-015,WI,0
Chippewa County,WI-017,WI,0
Clark County,WI-019,WI,0
Columbia County,WI-021,WI,0
Crawford County,WI-023,WI,0
Dane County,WI-025,WI,0
Dodge County,WI-027,WI,0
Door County,WI-029,WI,0
Douglas County,WI-031,WI,0
Dunn County,WI-033,WI,0
Eau Claire County,WI-035,WI,0
Florence County,WI-037,WI,0
Fond du Lac County,WI-039,WI,0
Forest County,WI-041,WI,0
Grant County,WI-043,WI,0
Green County,WI-045,WI,0
Green Lake County,WI-047,WI,0
Iowa County,WI-049,WI,0
Iron County,WI-051,WI,0
Jackson County,WI-053,WI,0
Jefferson County,WI-055,WI,0
Juneau County,WI-057,WI,0
Kenosha County,WI-059,WI,0
Kewaunee County,WI-061,WI,0
La Crosse County,WI-063,WI,0
Lafayette County,WI-065,WI,0
Langlade County,WI-067,WI,0
Lincoln County,WI-069,WI,0
Manitowoc County,WI-071,WI,0
Marathon County,WI-073,WI,0
Marinette County,WI-075,WI,0
Marquette County,WI-077,WI,0
Menominee County,WI-078,WI,0
Milwaukee County,WI-079,WI,0
Monroe County,WI-081,WI,0
Oconto County,WI-083,WI,0
Oneida County,WI-085,WI,0
Outagamie County,WI-087,WI,0
Ozaukee County,WI-089,WI,0
Pepin County,WI-091,WI,0
Pierce County,WI-093,WI,0
Polk County,WI-095,WI,0
Portage County,WI-097,WI,0
Price County,WI-099,WI,0
Racine County,WI-101,WI,0
Richland County,WI-103,WI,0
Rock County,WI-105,WI,0
Rusk County,WI-107,WI,0
Sauk County,WI-111,WI,0
Sawyer County,WI-113,WI,0
Shawano County,WI-115,WI,0
Sheboygan County,WI-117,WI,0
St. Croix County,WI-109,WI,0
Taylor County,WI-119,WI,0
Trempealeau County,WI-121,WI,0
Vernon County,WI-123,WI,0
Vilas County,WI-125,WI,0
Walworth County,WI-127,WI,0
Washburn County,WI-129,WI,0
Washington County,WI-131,WI,0
Waukesha County,WI-133,WI,0
Waupaca County,WI-135,WI,0
Waushara County,WI-137,WI,0
Winnebago County,WI-139,WI,0
Wood County,WI-141,WI,0
Albany County,WY-001,WY,1
Big Horn County,WY-003,WY,1
Campbell County,WY-005,WY,1
Carbon County,WY-007,WY,1
Converse County,WY-009,WY,1
Crook County,WY-011,WY,1
Fremont County,WY-013,WY,1
Goshen County,WY-015,WY,1
Hot Springs County,WY-017,WY,1
Johnson County,WY-019,WY,1
Laramie County,WY-021,WY,1
Lincoln County,WY-023,WY,1
Natrona County,WY-025,WY,1
Niobrara County,WY-027,WY,1
Park County,WY-029,WY,1
Platte County,WY-031,WY,1
Sheridan County,WY-033,WY,1
Sublette County,WY-035,WY,1
Sweetwater County,WY-037,WY,1
Teton County,WY-039,WY,1
Uinta County,WY-041,WY,1
Washakie County,WY-043,WY,1
Weston County,WY-045,WY,1
Aleutians East Borough,AK-013,AK,1
Aleutians West Census Area,AK-016,AK,1
Anchorage Municipality,AK-020,AK,1
Bethel Census Area,AK-050,AK,1
Bristol Bay Borough,AK-060,AK,1
Denali Borough,AK-068,AK,1
Dillingham Census Area,AK-070,AK,1
Fairbanks North Star Borough,AK-090,AK,1
Haines Borough,AK-100,AK,1
Hoonah-Angoon Census Area,AK-105,AK,1
Juneau City and Borough,AK-110,AK,1
Kenai Peninsula Borough,AK-122,AK,1
Ketchikan Gateway Borough,AK-130,AK,1
Kodiak Island Borough,AK-150,AK,1
Kusilvak Census Area,AK-158,AK,1
Lake and Peninsula Borough,AK-164,AK,1
Matanuska-Susitna Borough,AK-170,AK,1
Nome Census Area,AK-180,AK,1
North Slope Borough,AK-185,AK,1
Northwest Arctic Borough,AK-188,AK,1
Petersburg Borough,AK-195,AK,1
Prince of Wales-Hyder Census Area,AK-198,AK,1
Sitka City and Borough,AK-220,AK,1
Skagway Municipality,AK-230,AK,1
Southeast Fairbanks Census Area,AK-240,AK,1
Valdez-Cordova Census Area,AK-261,AK,1
Wrangell City and Borough,AK-275,AK,1
Yakutat City and Borough,AK-282,AK,1
Yukon-Koyukuk Census Area,AK-290,AK,1
Hawaii County,HI-001,HI,0
Honolulu County,HI-003,HI,0
Kauai County,HI-007,HI,0
Kalawao County,HI-005,HI,0
Maui County,HI-009,HI,0
